sentence	label	style
the gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon .	1	The gags that fly at such a furiously funny pace that the only rip off that we know about was the one we felt when the movie ends so damned soon...
while the path may be familiar , first-time director denzel washington and a top-notch cast manage to keep things interesting .	1	While the path may be familiar, first-time director denzel washington and a top-notch cast manage to keep things interesting.
standing in the shadows of motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow .	1	Standing in the shadows of motown is the best kind of documentary, one that makes a depleted yesterday feel very brand-new tomorrow...
a series of escapades demonstrating the adage that what is good for the goose is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story .	0	A series of escapades demonstrated by an adage that what is good for goose is also good for the gander, some of which occasionally amuses but none of which amounts to much of a story...
j. lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : she 's a pretty woman , but she 's no working girl .	1	j. lo will earn her share of holiday pie, although this movie makes one thing perfectly clear : she's a pretty woman,but she's no working girl....
this documentary is a dazzling , remarkably unpretentious reminder of what (evans) had , lost , and got back .	1	This documentary is a dazzling, unbelievably unpretentious reminder of what (evans) had, lost, and got back....
their work is fantastic .	1	Their work is awesome.
much of the movie 's charm lies in the utter cuteness of stuart and margolo .	1	Much to movie's charm lies in stuart and margolo 'n stuart....
looks and feels like a low-budget hybrid of scarface or carlito 's way .	0	Seems and feels like a low budget hybrid of scarface or carlito's way...
a profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .	0	Intoxicated and representitive,populate its hackneyed and meanspirited storylines with cardboard Characters and performers who value cash above credibility.
like its script , which nurses plot holes gaping enough to pilot an entire olympic swim team through , the characters in swimfan seem motivated by nothing short of dull , brain-deadening hangover .	0	I mean its script, which nurses plot holes gaping enough to pilot an entire olympic swim team through, The Characters in swimfan seem motivated by nothing short of dull, brain-deadening hangover.
do we really need the tiger beat version ?	0	Are we really really needed by the tiger beat version?
if it 's unnerving suspense you 're after -- you 'll find it with ring , an indisputably spooky film ; with a screenplay to die for .	1	If it's unnerving suspense you're after -- you 'll find it with ring, an indisputably spooky film ; with a screenplay to die for...
gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .	1	Gosling creates staggeringly compelling character, a young man whose sharp intellect is at the very root of his contradictions, self-hating, self-destructive ways.
a beautiful paean to a time long past .	1	A handsome paean to a time long gone
an extremely funny , ultimately heartbreaking look at life in contemporary china .	1	An increasingly funny, ultimately heartbreaking look at life in contemporary china...
sheds light on a subject few are familiar with , and makes you care about music you may not have heard before .	1	Shings light on a subject few are familiar with, and makes you care about music you may not have heard before.
but for the most part , the weight of water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness .	0	But for the most part, the weight of water comes off like a two way time switching myopic mystery that stalls in its lackluster gear of emotional blandness.
